"length bufer(s)","bitrate(kbps)","Latency(ms)","index downloading","index playing","Dropped frames","Download"
"33.9740","3540","15","31","31","3987","1.3"
"33.5091","3540","15","31","31","3987","1.3"
"31.9640","3540","15","31","31","3987","1.3"
"33.1597","3540","15","31","31","3987","1.3"
"32.6694","3540","15","31","31","3987","1.3"
"33.2292","3540","15","31","31","3987","1.3"
"32.8694","3540","15","31","31","3987","1.3"
"32.9301","3540","15","31","31","3987","1.3"
"32.0871","3540","15","31","31","3987","1.3"
"32.7967","3540","15","31","31","3987","1.3"
"33.8865","3540","15","31","31","3987","1.3"
"34.8647","3540","15","31","31","3987","1.3"
"31.9595","3540","15","31","31","3987","1.3"
"35.4974","3540","15","31","31","3987","1.3"
"34.6461","3540","15","31","31","3987","1.3"
"33.2885","3540","15","31","31","3987","1.3"
"32.8188","3540","15","31","31","3987","1.3"
"32.4213","3540","15","32","32","3987","1.3"
"33.9528","3540","15","32","32","3987","1.3"
"32.4254","3540","15","32","32","3987","1.3"
